brand,aspect,negative_review
Audi,Engine/Performance,truth in mpg  update vw diesel scandel has changed my opinion  degrees cant wait to trade away from this car dont want to be associated with vw audi who knows what other representations are false safety  reliability
Audi,Engine/Performance,horrible service bought a  audi a a little over a month ago great car but having problems with the navigation mmi already tells me that the car is somewhere i am not and doesnt catch the speed traps which all other audis do here in korea took it to audi korea service center twice and they cant figure it out basically told me i am out of luck this is of course after taking my car our for a  km joy ride and unplugging the black box so there would be no evidence expect for my empty gas tank i just hope audi headquarters finds a solution to fix the mmi because the audi korea dealership and service center are incompetent and horrible please hire employees that know how to fix their own produc
Audi,Engine/Performance,acceleration issue less than  miles on the car and ive noticed a sudden loss in power twice now when accelerating from a stop once from a traffic light was simply annoying and the nd time pulling out of a parking spot into traffic was dangerous anyone else notice this  the normal performance is great  the car is at the dealer for repair now
Audi,Price/Value,audi a dissapointed although my audi a is fun to drive and handles well i am extremely disappointed by the frequency and cost of repairs and cost of maintenancemy  a has only k miles but i have spent about  in repairs in maintence in the past two yearsthat is inexcusable and not something i expected from a supposedly high end auto manufactureractively looking for a new car
Audi,Engine/Performance,design error have an a love it decided to get an a  worse mileage than our truck turns  rpms at highway speed cant even make mph in st gear  terrible design point weve contacted audi they blame everyone else dealer etc   but it is the worst design i have seen in  years of buying cars  lighter than the a same power v smaller and about mpg worse than the a  blows my mind  we wont touch audi again  due to audi usa refusing to discuss acknowledge suggest fixes ie different gear ratio in the differentials  by the way im an engineer have extensive auto experience
Audi,Engine/Performance,not a good purchase i purchased the premium package with the white exterior and dark grey interior  this is a good looking car but i have had so many problems with it  exteriorly the trim on the sky system keeps on popping off  i had to bring my vehicle in  times to get this fixed  the pirelli tires that come stock are terrible i had to replace the fronts under  and the rear   now i am having engine problems with the transmission  recommendation dont purchase this vehicle also very noisy while driving past  mph especially if you get the roof racks which are also junk  mine broke the first week i got them
Audi,Comfort/Interior,think twice before you buy since i bought my brand new car i never got more than  mpg the gas cover got locked the back of the front seat fell it ran out of of oil more than  times the th door froze and was impossible to open the tires wore out   to replace them  the stick shift locks in the worst moments it is so noisy inside you can not hear the radio open the window when raining all the water goes inside because of bad design every time you want to open the front window you open the rear one because of bad design not what you think you are buying  this is expensive junk
Audi,Mileage/Fuel,joses review
Audi,Price/Value,fun to drive poor to maintain we bought  a in  with only  miles on itit is fun to drive it feels like a race horse wishing to run  this thing is made for highway driving its ability to accelerate and maneuver is the best i have ever felt  that said it is annoying to drive in city the least little bit of pressure on accelerator causes it to jump sometimes too far too fastit is very uncomfortable  awkard to get in and out of and i am an average size american guy   lbs  the worst aspect is the inability to find qualified reliable mechanics who are willing to work on the vehicle   i have owned ford isuzu honda  and toyotas  i never had an issue with find qualified mechanics with those brands here it took awhile to find one outside of a dealership  audi has a management software that few mechanics have access to and i live in south florida not middle of nowhere montana north dakota  etcalso due to low profile  going over any railroad tracks or potholes can be annoying at best or expensive at worst we went over one and fractured the radiator support which needed to be replaced  i saw later that it was made completely of plastic  how cheap  a frontend structural support made of plastic  how cheap on audi
Audi,Design/Style,rereview to bad i posted a review after i bought my audi last august raving about it  i now wish to retract my raves  the ride and fun level are all greatbut i am burning thru a quart of oil about every    miles  i cant even make it to a regular oil change without the light coming on or me putting oil in it sometimes twice  terrible  i am dumping this thing before it dies on me  i drive  mile a day and cant risk being left on the side of the road audi care or not  i am going back to a honda or toyotaloved both  too bad such a beautiful car
Audi,Comfort/Interior,problems with audi with only  miles on my brand new a the power window is broken the power seat for the driver is broken and now the transmission is giving problems  i will never buy another audi again this is the most problamatic car i have ever had worst than the old ford explorer  i am going to ask for a refund
Audi,Engine/Performance,not reliablenever again just after warranty the manifold went badthe injectors went badafter five years of ownership the main engine seal and the oil separator went bad  and the fuse housing under the hood melted i have been driving for  years and i have gotten bad gasoline with this car twicenever before in  years has that occurredthe car is over engineered and too temperamentalvws ive owned were also unreliableif you have plenty of money and time to spend at the shop you may consider this a fun car
Audi,Price/Value,only one problem my  a   t the only problem after four yrs are the sunshiled clips i take the car to every service on the book does somebody knows where i can buy those clips used  just the clips they cost around  each at the dealer  about  of labor
Audi,Engine/Performance,what a dissapointment have had this car for  years now and im completely dissapointed in the craftsmanship and performance of this car so far i have had to replace fuel pump water pump and thermostat air conditioner evaporator left tail light bulb about a dozen times even though dealer swears there is nothing electrically wrong sun roof shade clips break just by looking at them in addition the paint on most of the dash board control buttons is flaking out and the paint in the pillars between the doors is about to fall off probably one of the worst cars i have ever owned
Audi,Engine/Performance,so much for german engineering it seems that germans have not discovered aluminum all the interior design is in plastic with silly parts that break and are not covered by the warranty of course the crooks from the dealer will charge  for any stupid part and make you wait for a week to get it i used the back seat arm rest once and it broke i plugged an ipod in the cigarette lighter and it broke the two moon light roof hatches broke the bolt that holds the spare tire broke etc in addition the car gets a check engine light every six months as another reviewer noted i had to change the pirelli tires at k miles because they were really noisy finally the dealers are pretty bad but thats another post
Audi,Mileage/Fuel,reliability is terrible ive had an audi a  and its been nothing but trouble with numerous repair visits to the dealer covered by warranty until recently  the problem areas have been the fuel injection system and various electronic components  just in the last  months ive been to the dealer  times  if you like to spend time in the waiting room of your dealership this is the car for you  otherwise there are much better and cheaper choices out there
Audi,Service/Maintenance,a tire noise i love the car however at  miles i complained about tire noise the dealers response was to replace the tires i felt that this answer was inadequate am i supposed to replace my tires every  miles audi obviously knows about the problem on the a but refuses to do anything about it this has soured me on the car i will never buy another audi
Audi,Engine/Performance,very very disappointed i was excited to finally own an audi  at first the car was fun to drive then things started to go wrong at around  miles  first the diaphragm for the turbo  then the dsm transmission failed had to get towed after my dealer rebuilt the transmission the car lurches into gear never a smooth take off  last week the entire cam shaft had to be replaced because the lobes on the shaft that drive the fuel pump worn completely through the follower and into the pump itself  check engine light comes on constantly  engine uses  quart of oil every  miles  sun roof cover has been broken  times since i got the car and now is fixed with a temporary paper clip  ugghhh
Audi,Engine/Performance,dissapoinment the reliability has been terrible back in shop over and over again in the past six months the warranty and the extended warranty has been useless always pondering what will break next not fun when you are driving a seven year old around
Audi,Comfort/Interior,mighty little hatchback i recently purchased an a t with the intention of having a daily driver that offered economy as well as reliability  my immediate impression once i climbed into the well fitted interior was that this was a drivers cockpit  as i pressed the little vehicle i soon lost sight of the mundane purpose and started focusing on how incredibly fun this car was to drive  i must confess with a stable of alternatives i often find myself firing up the little hatchback as a prefered choice  imagine that  this vehicle hits the bullseye like willy tell  compare this vehicle to anything available in this meager price range and you would be hard pressed to find such a tightly wound package
Audi,Engine/Performance,agility and speed overall an exciting car to drive im able to navigate busy dc with little problem and the dsg tranny is kickin the only complaint i have is the driver seat seems to be losing its support seats started out firm but now they are uncomfortable limited thigh support for my  frame sunroof is a blast wanted allwheel but didnt want the  cylinder overall a kickin car to drive
Audi,Price/Value,wish i had never bought an a unfortunately i bought a  a cvt no cvt for me anymorei was so dissatisfied with the car we traded it with just under  miles for a jetta wolfsburg turbo a little over a year later the vw was traded for a crv and we bought an a outrightit was a bit of a gamble  driving to atlanta from orlando to pick it up  but well worth the journey we bought it certified with k miles and turned around and drove it home a little fatigued we didnt fully appreciate the long trip and the road noise is a little i stress little much but now that were back home were tickledthe manual is responsive the steering firm the look is mature but not pretentious this is a drivers car
Audi,Price/Value,purchased because of iihs top safety pick will never purchase another vw audi or vag product again total inaction after years of waiting on the takata airbag recall tdi buyback is beyond tedious waiting over  months for an offer letter
Audi,Engine/Performance,a tdi review  edmonds doesnt offer option what a disappointment ok for  years k miles then problems began  months of a slow coolant leak which dealer could not find had to keep a gallon of coolant with me at all times finally after warranty expired the dealer replaced the water pump to cure the problem wanted to charge me for it after pointing out that it had been in three times over the past  months they decided it was under warranty now with k miles the waste gate regulation valve on the turbo has failed along with a pressure line to the turbo i previously owned a jetta tdi given to my son whose turbo failed at k miles  this failure occurred after i had bought the audi so far up to about  in repairs on a car with has lost  of its value due to the emissions shenanigans i am waiting to see if audi will offer to buy it back a recent court settlement calls for them to buy back the older tdis on the road and repair read destroy the good mileage the newer ones needless to say this is my last vwaudi productaddendum  audi will buy back the car at the end of this month while it seems to be running ok after two day long visits to the shop the check engine light came on shortly after the  repair to the waste gate with the same error code the dealer said we would be glad to take a look at it i asked if that meant like after the first repair failed they would charge  per hour to diagnose it they said they would diagnose it to the tune of  worth i did not take it in as i will not put any more money into it i am letting it sit in the garage until the buy back in two weeks audi and particularly my local dealership are awful
Audi,Price/Value,all owners must have an extended warranty i was so excited to buy this car  it looks great gets above average gas mileage and i thought it was going to be dependablei was absolutely incorrect and it has cost me a significant amount of money  the warranty expired at k which is when the major system began to fail  first it was the motor in the seatnot a huge deal but it was expensive  next the ac compressor failed an issue that audi is aware of and has issued a service advisory about but without a warranty one that i had to pay for  finally the turbo charger failed at this rate it will have all new parts before it hits k  this car is crap and audi should be ashamed that they built it
Audi,Mileage/Fuel,a etron is all audi no autoengine start
Audi,Design/Style,what a rocketship this understated rocketship lets those
Audi,Engine/Performance,refined experience for refined tastes i traded my  to to get what i perceived to be a peaceful luxury car that delivers a violent soulful motor on command i couldnt be happier no more annoying tire noise competing with the sometimes flatuent contrived exhaust note instead i get full luxury including doublepaned windows and felt lined wheelwells to ensure tranquility punctuated by refined violence upon driver demand  i also get an ipod interface and bluetooth when i miss my  i can always take out my   for a visceral run and when i really require a jolt my f delivers without fail the s is always the car i reach for first that says a lot
Audi,Design/Style,amasing everyone dis car is simply the
Audi,Comfort/Interior,"audi dissapoints in  miles its been in for service  different times and ive been without vehicle a total  days power steering rack control module interior trim windshield washer pump intermitent alarm codes etc i still lose my power steering off and on regularly i was told by sales manager that the a i traded in would pale in comparison to the quality of the s   sticker this is as close to a lemon as ive ever owned"
Audi,Design/Style,great car infuriating controls fantastic car great handling styling and quality the mmi controls will drive you insane the simplest function becomes very complex  turning on the heated seats solar shade etc the navigation system  thought was broken numerious major addresses in major cities could not be found turns out for  you dont enter the city but the county of location that is insane florida has like  counties no idea where one starts and stops
Audi,Engine/Performance,the fm radio of my s broke down in  month i bought my audi s brand new november in december the radiator broke down after a argument  the dealer agreed to replace the coolant with no chargetodaymarch  the fm radio brokethere is nothing display on the screen and there is no soundyesterday the screen went blank for about  minutesthen after we turned off the engine about  hour later when we turned on the engine back the fm came back to normaltoday we try the same thing but it doesnt worki am really start to hate this cari will keep posting everything that will go wrong with my car
Audi,Comfort/Interior,no compromise ive had this rocket sled for just
Audi,Comfort/Interior,"fun to drive but not fun to own the car is fast and very fun to drive  the large trunk allows me to use it like a truck  although my experience with the car has been going down hill since i drove it off the lot  with less than k miles it is already making creaking noises in the cabin  the radio has already been replaced bc of failure  i have the m tranny and the clutch has already failed requiring the car to be in the shop for  weeks  immediately after that it went back into the shop for a week for a failed thermostat  this is the last audi i will purchase  i plan to sell it before the warranty expires"
Audi,Service/Maintenance,love it i have had my s convertible for about a year and a half and love it  i cant tell you how many people have commented on my cool car  the car is insane around corners and i have beaten porche boxters on regular occasions in races  the car almost keeps up with my business partners bmw m  i have an automatic and there is a little lag time when you step on the gas but once it gets moving it moves like crazy
Audi,Engine/Performance,"audi s i have owned this car now for six months no problems so far with the exception of the windblockers design  very flimsy retaining clips the engine is superb  too bad that the car is way too heavy detracting from the performance the poor fuel economy is due the weight as well nevertheless i am amazed that i could not think of any serious complaint about the car so far i will have to get winter tiresrims for it and at  they are not cheap but they are essential for winter mobility would i buy the car again in a heartbeat"
Audi,Engine/Performance,sleeper wagon this is my second s also have a
Audi,Engine/Performance,quattro delight i have a  and while we have only had it
Audi,Mileage/Fuel,never again in the  months ive owned this vehicle i put in over  in repairs  maintenance  something is continually going wrong with this car  fuel gauge unit throttle body fuel line abs control unit cv boot turn signal  these were not minor repairs as the parts and labor were very expensive  i hope to sell this care very soon  i will never own another audi
Audi,Engine/Performance,"fundamental design flaw there is a reason audi stopped selling ars with the  liter engine  the engine is flawed by designthe  ss b platform all came with k turbo chargers  given the way the  liter engine in the s was designed this turbo does not have adequate cooling to prolong its life  it will fail even if you dont race or chip the car  when the turbos fail it requires removal of entire engine to replace them  this is close to  in labor and parts  the problem can be avoided in the future by replacing the k with k turbos but its expensive this flawed design has contributed to the lousy resale value  do not buy this car stay away"
Audi,Engine/Performance,a wolf in sheeps clothing i have owned a lot of cars through my
Audi,Engine/Performance,performance pkus mpg effortless power with the supercharged v can be run as docile as any grocerygetter but coax it slightly and it will respond with extreme urgency  all while attaining  mpg
Audi,Price/Value,steering issues overall the s is a very nice car plenty of power and good overall handling mpg is good as well averaging  combined in  miles tires that come on the car are summer tires not sure why they deliver a car in nj in december with summer tires do not try to get through the winter with them you will need to put all season tires onnavigation is not up to par with other vehicles i have owned and slow to load data and respond also no touch screen biggest issue i have is with the electric steering the on center feel is terrible worst part about it is audi acknowledges there is a problem but has no solutiondealer says audi is working on it car is  months old and still no solution
Audi,Comfort/Interior, audi s avant i bought the s avant specifically not the sedan because i have dogs and they go everywhere with me  im more than frustrated with the air circulation in this car i live in phoenix audi absolutely missed the boat when it comes to the comfort of anyone not sitting in the front  there are no air vents in the back except on the floor and while there are air vents in the back of the car theyre only for defrosting and work only when heat comes through them  im forced to drive my volvo for four months out of the year because its literally cruel to have my dogs baking in the back even though the ac is on high  dont buy this car unless you plan to only have one passenger
Audi,Engine/Performance,wish i had my  s back i so wanted to love this car after enjoying my  so much but although its fast and fun the mpg is pathetic my  averaged  but i got  on cruises in the rockies and electrical gremlins are numerous strut replacement at  is obscene and why water dribbles out of the side panels days after a wash is pathetic the alcantara wears very badly
Audi,Engine/Performance,great looker  very poor reliability this is my second s i had a  previously and my th audi the design is great interior elegant and ergonomic and it performs great but the reliability has been miserable i only kept it for  months  it was in the shop every month of those  months it went through brake rotors had a coolant leak an transmission cooler leak the abs system failed intermittently and the check engine light came on bad o sensors twice probably the last audi ill ever buy  sad really
Audi,Comfort/Interior,s review car is the ultimate in luxury and
Audi,Engine/Performance,"german  muscle car dear car lovers iam fortunate to have owned over   new cars in the last  yearsxkrsallotusithis s is solid fastfun and the quality and looks of these new audis in my opinion is leaving bmws  behind slowly but surelyit seems these guys at edmunds are afraid to admit this"
Audi,Comfort/Interior,s review  i have always owned audis i traded in
Audi,Mileage/Fuel,"not close to an m wide console rubs my kneecap constantly navigation system not accessible by navigator  no moving map  just directions on a x screen for a  option  wifes  m gets  more mileage with same pickup  torquesteer on front wheels annoying harsh ride  gave back to dealer to sell with less than  miles on it  will keep m  a horrible car"
Audi,Engine/Performance,blazing speed this car is a  all around
Audi,Price/Value,an overrated audi audi should never even offer an automatic transmission in a car like thiseven the tiptronic  aside from being clunky after  miles mine has been in the shop going on  weeks because it will no longer shift gears  the right rear brake make an ear shattering squeal and they cant seem to fix that either  the brakes are awful on the smallest amount of ice or snow there is an unacceptable number of squeaks rattles and buzzes inside  and even though a small point two of the cup holders are underneath the armrestvery handy  i guess germans dont drink and drive for the price extreme disappointment is all i can say about this vehicle
Audi,Engine/Performance,low quality performer i couldnt be happier with the stock performance of this car the price to performance and features ratio of this car cant be beat and simple upgrades can make this car truly track ready in the northeast or snowy climes no car on the road can touch it b s and rs  aside but quality reliability and dealer service is absolutely brutal electrical system problems are audis specialty but i have also had problems with everything from rattles to rivets popping to coolant pumps failing to leather spalling to  service quality and knowledge from dealers is poor eg audi service does not feel its necessary to rotate tires
Audi,Price/Value,"rims and tires i love everything about the car but the rims and tires all wheel drive should be good up north not according to audi  they tell me to expect no more than  miles from these tires and i should change rims at least once a year at  a year that is not comfortable pirelli says if you can afford the car you can afford the tires check what you are willing to pay i have gone through  the stock tires are horrible in ice and snow"
Audi,Design/Style,s heaven this car is definitly the transportaion
Audi,Mileage/Fuel,simply the finest car on the road i dont care what anybody says audi has blown away mbz and bmw in the worst way with this car  there is nothing this car cannot do i can go in the snow without chains but smoke mustang cobras all day long at the same time  mileage is poor but if you are worried about mpg you have no business owning a car of this caliber  this is my rd audi and definately not my last  i have owned mbzs lexus and had much experience with beemers but this car embarrasses them
Audi,Engine/Performance,dr jeckill  mr hyde this car can be a street racer or a daily commuter and does both well  this was my first audi with an automatic  speed duel clutch transmission  i do not miss the manual and cannot think of buying another car without the duel clutch transmission  i was sorry to see that the  s is back to an  speed automatic because of the torque spikes of the new turbocharged  v  i have a  audi q on order  it has the duel clutch transmission
Audi,Comfort/Interior,"read before you buy i bought this car new last year for the first year i loved the car every aspect of it with small somewhat irritating problems wind blowing throw the windows on the highway right off the lot will drive you insane if you are listening to talk radio my s came with the upgraded summer tire package with the continental conti contact s these are the worst tires in the world the tread pattern wore out unusually after k miles seriouslythat is a like k option what a waste if you car has these tires make them change them before you buy"
Audi,Service/Maintenance,brake failure i bought the s because it is advertised as a track car by audi at their sports car experience at infineon raceway after a warm up session then  minutes on the track i had fade and then failure from my brakes at the dealership the rotors were determined to be bad i have owned so many cars  audis and never has this happened according to the dealership audi usa will not cover the brakes they put in my car how is it the ss they have you track at their raceway last but mine cannot this car is not for tracking since the manufacturer does not back up its product and treats loyal owners poorly truth in engineering failure to support customers
Audi,Price/Value,drives like a dream be prepared to study the manual
Audi,Service/Maintenance,never deal with audi last october my husband bought me a brandnew  q car as a gift from audi silver spring maryland  surprisingly in less than a month a sudden annoying beep repeatedly announcing an emergency call malfunction terrified us  after contacting audi service they took the car on november th  and promised to fix it in a day or two saying they know about  q car defect  this comment rang a bell in our mind  if they already know about it why audi sell it without fixing it  is this a fair trade  after more than  days later audi did not fix the car  going back and forth finally audis service department told us that they could not fix the car because a part was not received from germany  this was not just an irrational excuse but also a gross insult to us for spending over sixtyseven thousand dollars on an audi car and receive such poor service  is this a fair trade  anyhow to solve this problem amicably i told audis manager either to give us a full refund or a new similar car  the latter agreed to provide us a new similar car in a few days  alas audi did not fulfill its promise again  for the benefit of doubt we gave audis manager a longer delay saying we are travelling and will be back around mid january  by then we expect you to give us a similar car or a full refund  sadly audi did not fulfill its promise for the third time  by definition a brandnew car means a defectfree car  hiding the  q car defect is an act of misleading and dishonesty  this defect is known by audi and its dealership since some time  yet audi did not tell us about it  thus audi deceived us in selling this car  plus our  q car is considered a lemon car by federal and state lawaudis dealership knows that i am a science major and must concentrate on my studies  audi wasted our time for three months for no legitimate reason during which we were  and still are  paying installments interest and insurance on a car which we are not using since last november because it is in audis possession  audis dealership has frustrated us disappointed us caused us to suffer and denied us the enjoyment of using our own brandnew car  by any standard audis transaction is  unethical and unfair  audis director of variable operations offered us his apology for causing us this ordeal  does he really think that his apology shall alleviate our suffering  based upon the aforesaid trouble we find it very difficult for us to trust audi anymore  we honestly believe that if audi and its dealership care about their name business and reputation they must cancel this deal as well as its loan immediately pay us a full refund of our money including all interest insurance and installments we made
Audi,Price/Value,love it  hate it at same time  q t premium plus quatro  the car is luxurious holds the road great and even has a nice smooth ride sometimes  if your freeways are often like the freeways in los angeles be prepared to bounce like youre in a uhaul and its miserable  its amazing that such an expensive highend suv has such a disparity with the drive  at times its so smooth and comfortable and other times its bouncy and horrible  the head audi technician brought me a new identical car to the one we leased to test drive exactly where i frequent and it was the same  even he was baffled and disappointed as to the bounciness of the drive  just a side note its difficult to get into the car without your knee smashing into the dashboard if youre short  i am   and it took me a few bruises on the knee until i got used to carefully  slowly getting into the car as to not bash myself on the lower portion of the dashboard the cup holders are quite small and youll need to purchase coffee mugs with a narrow bottom diameter
Audi,Price/Value,vasco dealers will post a high price need to negotiate down a big percentage and checking nation wide the pricing of different dealers
Audi,Design/Style,stunning car for a lb beastie drivers middle column with stick shift is smallish in the way of compartments for your phones and keys and change mildly irritating the cars auto cruise control failed to see a red truck in front of me stopped at a red light and i had to hurry up to apply the brakes trust issues at this point rear hatch will not open by waving foot under sensor  out of  times had this car a month
Audi,Engine/Performance,brake problem seriously consider this i have a  q and the brakes squeal this sound has been present since we purchased it as a new vehicle we have called audi usa multiple times and they claim fault and have been absolutely useless to help us resolve this issue this is my second audi a and given the performance i was expecting this has been very disappointing with this type of service of a new vehicle be careful making an audi purchase i sense audi is just waiting for the brakes to wear out and charge us for new brakes anyone having a similar problem
Audi,Engine/Performance,engine stopstart drives me crazy one expects a  vehicle to be outstanding and the q deserves that merit except for  items  the engine stopstart feature cannot be permanently disabled like our  audi a  i have to remember to disengage this annoying feature every time i drive this vehicle  it is infuriating  the second item is the runflat tires  audi chose to save weight and space like many other companies by eliminating the spare tire   they commissioned a tire just for just this vehicle resulting in an extreme cost of  per tire  the last item is the jack  the audi engineers could not find space for the jack anywhere in the vehicle so it is unsecured in the rear cargo area making it a missile in the event of an accident  the rear compartment is filled with the bose stereo system and one would be hard pressed to get a toothbrush in there  i tried under the hood and it is just as crammed
Audi,Comfort/Interior,never again will i purchase or lease  audi ongoing brake squel audi says its normal sounds like i had the brakes are done at people boys how awful paint finish around grille area faded off after a year of car washing drivers side mirror whistles while driving  mph and above audi pre sense goes off whenever it feels and jerks seat belts even when no other vehicle around and likes to make our hearts jump to almost a heart attack worst vehicle ever for price we complain constantly and all audi says its normal normal normal  dollar waste should have bought the ford explorer at least ford would back there products unlike audi audi worst customer service and support just in  sunroof now making vibration noises wtf
Audi,Service/Maintenance,avoid this car the brakes squeak anytime the brake is touched  the dealer says  of owners are complaining  we have asked them to relay our dissatisfaction to audi  nothing gets done  the squeaking noise is like fingernails down a chalkboard  it is embarrassing to drive the car because of the noise  please do not buy this car  so disappointed in audis customer service
Audi,Service/Maintenance,beware of brake squeal issue do not buy i have a  q with  miles on it and there is a horable brake squeal that they know of the issue and have no fix in site so in audi usa words enjoy the car with the noisy brakes until they can find out what the issue is so i have a  car thats an embarrassment to drive i will never recommend aud the company does not stand behind there products
Audi,Comfort/Interior,look the other way beware  qs both terrible where should i start what a nightmare leased a brand new  in july of last year to make a very long and frustrating story short what a nightmare problems out of the get go from suspensioninterior and so on no support from audi at all just a brand new car  miles needing tons of repairs dealer decided to purchase the vehicle from us and being that the dealer stepedup to help us we decided to give it another try leased another  audi q carbon gray metallic premium plus with warm weather package which meant higher payment and another down payment not even  hours into the new q we had troubles with the supercharger should have known then it was not going to stop there center consoles get warped horrible design which leads into the terrible quality of the seats we leased a q with warm weather package due to heated ac seats hoping that these seats would wear better nope front driver  seat nd row seat and rd row seats all need replacement drivre side front window needs window regulator slow roll down and noisedrivers door has a pop sound which we have been trying to chase for  months have fun trying to close the doors x  oh and dont forget squeaky brakes around k miles still no fix in site for that  ours for some odd reason has a rough idle and the other day just decided to start shaking and feeling like it wanted to accelerate while foot was on brake yup vehicle is at the dealer currently audi customer supportservice no help and terrible  attitudes timing to get issues handled with audi is the worst being my first audi experience i would never ever do it again nor refer anyone to purchase or lease i can only hope this review will save someone else a huge headache  loss of money i just wait for this thing to break down again andor for the next interior part to break
Audi,Engine/Performance,watch out for the squeaky brakes know before you buylease
Audi,Mileage/Fuel,spend on whats important i have a few audis with all trim levels i opted for the  premium with cold weather and electronics package with nav and apple play the vehicle has so many electroniccontrol idiosyncratic problems that day to day use is not pleasant bluetooth functions poorly and makes its own choices as to wether it works or not the shifter is so odd its dangerous and putting the second row down is an operation its very large with somewhat poor visibility and poor gas mileage i have my rd a and that is close to the perfect car this is my last q
Audi,Engine/Performance,hesitation the q  has inconsistent hesitation upon acceleration  which is a safety concern when pulling into traffic  not a happy audi buyer
Audi,Engine/Performance,navigation sucks even more with use the navigation system is poor and confusing you have to manually change state location even if have driven there  the electronic handbrake can be activated while car is in gear  very dangerous map navigation systems poorly described  manual describes all options not what is available in that vehicle  very confusing after  months the confusion between map and navigation systems remains a major stupid problem
Audi,Comfort/Interior,in the shop  times for sunroofrattling issues poorly made  bad fit and finish in interior horrible rattling after only  mi god knows what this car will sound like a year from now this car was rushed to market not ready for primetime if you do not mind a car that will rattle over every bump then this is your car but if that sort of thing bothers you run dont buy
Audi,Price/Value,run flats wtf did you ruin a fantastic car i was considering it and it was my top choice until i found out they only come with run flats after my experience with run flats on a toyota i will never again own a car on run flats they ride poorly have no milage warranty last half as long as other tires and are expensive to replace sorry audi i love my a cabrio but will now buy someone elses car just because of the run flats
Audi,Comfort/Interior,dont spill your coffee and other issues cup holder still located above nav electronics  a minor spill will short out the systemabout a  repair  use a real mug for all beverages  gas cover no longer opens from inside  you must open the cover by pushing on it from the outside  in cold weather the cover freezes and is extremely hard to open  who thought that was a good idea
Audi,Engine/Performance,not totally german made currently i have k miles on the car and found out there was a major timing chain issue something i didnt expect on a luxury car fairly quiet cabin with obvious road noise from the factory tires and progressively get worse as tires wear out annoying rattle noise on the sunroof screen
Audi,Service/Maintenance,q  the worst the worst experience i v ever had  i leased  a brand new q  back in october   and i have taken the car back to them  times barke problems   from the first day i picked up the car windows making noise  wheel bearing problems wheel alignment and tires off balance smart key door opener not functioning  squeaking when u apply the brakes driver side and passenger side molding coming off tires making very loud noise  i have all my documents with  visits i had and finally the last visit they have hit my car in the service department and i have to tleave the car  week to get fix bumper and rear bumper light was broken the service manager is a nice guy but he came up to me saying  dear mr zahra this is all normal and it could happen to any car u buy what a brand new q   for the value of  and i have to expect this to be normal im sorry this is not normal at all my dear friend im very disappointed and very shocked
Audi,Engine/Performance,q  the  suv on the market this car has truly amazed me i thought there is no more surprise after driving amgs bmw series or the escalade even just jumping from a cayenne turbo to the audi well there is
Audi,Mileage/Fuel,jekyl and hydemobile  bridgestone tires that came on car the loudest tires ive ever owned they also ride like they are filled with concrete sunroof shattered at about  mi repair caused a leak that migrated to the back and damaged electronics all audi repairs radio failed at  mi along with the cd screen film on the windshield interior cannot be removed by any glass cleaner either we or audi have tried milky view of the world fuel consumption about  city and  hwy on premium car is terrible in snow and ice  poor traction under power or brakes
Audi,Engine/Performance,dont buy an audi important to note i am a grandma and a teacher i do not speed  i always take my car for service promptly  i am absolutely outraged with the quality of this car  i only have  miles and i need a new engine  how ridiculous is that  this vehicle has had many faults  one example is that emergency brake locked on me while i was driving on the freeway very scary   other defects window mechanism broken on both front windows molding coming off headlights fogged from inside bad brakes be awarethe bluebook price has drastically decreased fifty percent  overall  dont buy an audi  i wish i never did
Audi,Comfort/Interior,german junk despite meaningful priceincentive at purchase discount cant make up for poor quality and ongoing issues  brakes and tires needed replacing at k mi in response to which dealer congratulated me for outlasting the average most customers only get k out of both at best reason heavy weight  quickly upgraded tires they were pathetic in snowice  seems insane for an awd suv but had to stick with same lousy brakes due to some proprietary sensors anyone test this theory  sunroof rattles steering wheel vibrates at  mph nd row seat rattles like a year old chevy pickup  dealer happy to keep trying to fix but sick of driving a loaners
Audi,Mileage/Fuel,very disappointed very nice looking car but brakes have been squealing since the day i bought it resurfaced twice at k service told me i needed new brakes at the cost of k said they changed the warranty on brakes to k miles and i see why now neither audi nor dealership were helpful just basically said sorry from what i understand there have been many brake problems in this vehicle brakes still squeal terrible customer service from audi headquarters and dealership and obviously do not stand behind their vehicles it is a fun car to drive but for the  money i spent you would expect high quality and customer service fuel economy bad even for an suv do not buy this vehicle
Audi,Engine/Performance,a little disappointed this is my rd audi  i have owned an a and currently still own an a  i am disappointed in the reliability and quality of the q  i have only  miles on this car and brakes are already going  the tires also need to be replaced  i have never owned a vehicle where the brakes and tires went bad at such low mileage  the engine sounds like it is struggling all of the time and is sounding more and more like a pickup truck and not an audi suv  we spent the extra money for the keyless start and it doesnt work when it is cold out  i think the quality of audis have definitely decreased
Audi,Design/Style,good engineering poor customer service i enjoy driving the q and it is a well built basic suv unfortunately for k price tag audi falls short on customer service and attention to detail i had serious electrical problems the st week i drove out of dealership and the dealers reaction was so what  they fixed it but it was as if it was expected  next the battery died several times and had to be jumpstarted  after bringing it in  times audi finally figured out the software had a glitch the mmi systemelectronic brain is unsealed and located below the tilted forward cup holders so if you spill even a little liquid on the shifter the mmi shorts out and it costs  to fix audi said not their design flaw my fault
